2007,11,10,2,1861
2007,11,10,3,2110
2007,11,10,4,2268
2007,11,10,5,2283
2007,11,10,6,2093
2007,11,10,7,1737
2007,11,10,8,1273
2007,11,10,9,808
2007,11,10,10,440
2007,11,10,11,247
2007,11,10,12,280
2007,11,10,13,551
2007,11,10,14,1001
2007,11,10,15,1512
2007,11,10,16,2009
2007,11,10,17,2365
2007,11,10,18,2508
2007,11,10,19,2487
2007,11,10,20,2268
2007,11,10,21,2007
2007,11,10,22,1725
2007,11,10,23,1504
2007,11,11,0,1435
2007,11,11,1,1483
2007,11,11,2,1690
2007,11,11,3,1941
2007,11,11,4,2145
2007,11,11,5,2240
2007,11,11,6,2136
2007,11,11,7,1840
2007,11,11,8,1409
2007,11,11,9,946
2007,11,11,10,519
2007,11,11,11,245
2007,11,11,12,168
2007,11,11,13,316
2007,11,11,14,709
2007,11,11,15,1219
2007,11,11,16,1739
2007,11,11,17,2184
2007,11,11,18,2439
2007,11,11,19,2513
2007,11,11,20,2388
2007,11,11,21,2144
2007,11,11,22,1868
2007,11,11,23,1611
2007,11,12,0,1458
2007,11,12,1,1439
2007,11,12,2,1593
2007,11,12,3,1819
2007,11,12,4,2047
2007,11,12,5,2199
2007,11,12,6,2190
2007,11,12,7,1993
2007,11,12,8,1623
2007,11,12,9,1183
2007,11,12,10,744
2007,11,12,11,397
2007,11,12,12,216
2007,11,12,13,254
2007,11,12,14,534
2007,11,12,15,994
2007,11,12,16,1498
2007,11,12,17,1964
2007,11,12,18,2317
2007,11,12,19,2483
2007,11,12,20,2453
2007,11,12,21,2260
2007,11,12,22,2018
2007,11,12,23,1761
2007,11,13,0,1553
2007,11,13,1,1484
2007,11,13,2,1535
2007,11,13,3,1714
2007,11,13,4,1929
2007,11,13,5,2122
2007,11,13,6,2189
2007,11,13,7,2073
2007,11,13,8,1801
2007,11,13,9,1415
2007,11,13,10,975
2007,11,13,11,591
2007,11,13,12,329
2007,11,13,13,260
2007,11,13,14,392
2007,11,13,15,723
2007,11,13,16,1181
2007,11,13,17,1645
2007,11,13,18,2052
2007,11,13,19,2307
2007,11,13,20,2391
2007,11,13,21,2302
2007,11,13,22,2110
2007,11,13,23,1878
2007,11,14,0,1658
2007,11,14,1,1515
2007,11,14,2,1507
2007,11,14,3,1615
2007,11,14,4,1808
2007,11,14,5,1988
2007,11,14,6,2107
2007,11,14,7,2097
2007,11,14,8,1913
2007,11,14,9,1606
2007,11,14,10,1216
2007,11,14,11,842
2007,11,14,12,539
2007,11,14,13,369
2007,11,14,14,394
2007,11,14,15,579
2007,11,14,16,934
2007,11,14,17,1368
2007,11,14,18,1794
2007,11,14,19,2134
2007,11,14,20,2305
2007,11,14,21,2330
2007,11,14,22,2217
2007,11,14,23,2013
2007,11,15,0,1806
2007,11,15,1,1610
2007,11,15,2,1532
2007,11,15,3,1567
2007,11,15,4,1672
2007,11,15,5,1833
2007,11,15,6,1965
2007,11,15,7,2011
2007,11,15,8,1957
2007,11,15,9,1750
2007,11,15,10,1455
2007,11,15,11,1130
2007,11,15,12,824
2007,11,15,13,573
2007,11,15,14,471
2007,11,15,15,525
2007,11,15,16,753
2007,11,15,17,1112
2007,11,15,18,1493
2007,11,15,19,1857
2007,11,15,20,2127
2007,11,15,21,2263
2007,11,15,22,2258
2007,11,15,23,2131
2007,11,16,0,1950
2007,11,16,1,1756
2007,11,16,2,1599
2007,11,16,3,1527
2007,11,16,4,1551
2007,11,16,5,1661
2007,11,16,6,1770
2007,11,16,7,1855
2007,11,16,8,1871
2007,11,16,9,1781
2007,11,16,10,1612
2007,11,16,11,1374
2007,11,16,12,1106
2007,11,16,13,852
2007,11,16,14,688
2007,11,16,15,624
2007,11,16,16,706
2007,11,16,17,921
2007,11,16,18,1231
2007,11,16,19,1593
2007,11,16,20,1911
2007,11,16,21,2141
2007,11,16,22,2242
2007,11,16,23,2214
2007,11,17,0,2098
2007,11,17,1,1906
2007,11,17,2,1726
2007,11,17,3,1584
2007,11,17,4,1512
2007,11,17,5,1504
2007,11,17,6,1554
2007,11,17,7,1630
2007,11,17,8,1699
2007,11,17,9,1725
2007,11,17,10,1672
2007,11,17,11,1569
2007,11,17,12,1403
2007,11,17,13,1214
2007,11,17,14,1021
2007,11,17,15,871
2007,11,17,16,823
2007,11,17,17,896
2007,11,17,18,1081
2007,11,17,19,1374
2007,11,17,20,1697
2007,11,17,21,1977
2007,11,17,22,2200
2007,11,17,23,2274
2007,11,18,0,2235
2007,11,18,1,2105
2007,11,18,2,1907
2007,11,18,3,1703
2007,11,18,4,1525
2007,11,18,5,1409
2007,11,18,6,1353
2007,11,18,7,1369
2007,11,18,8,1461
2007,11,18,9,1557
2007,11,18,10,1644
2007,11,18,11,1690
2007,11,18,12,1650
2007,11,18,13,1553
2007,11,18,14,1401
2007,11,18,15,1222
2007,11,18,16,1092
2007,11,18,17,1021
2007,11,18,18,1062
2007,11,18,19,1227
2007,11,18,20,1490
2007,11,18,21,1790
2007,11,18,22,2074
2007,11,18,23,2258
2007,11,19,0,2319
2007,11,19,1,2265
2007,11,19,2,2089
2007,11,19,3,1852
2007,11,19,4,1574
2007,11,19,5,1344
2007,11,19,6,1156
2007,11,19,7,1066
2007,11,19,8,1118
2007,11,19,9,1224
2007,11,19,10,1407
2007,11,19,11,1590
2007,11,19,12,1691
2007,11,19,13,1741
2007,11,19,14,1702
2007,11,19,15,1555
2007,11,19,16,1380
2007,11,19,17,1219
2007,11,19,18,1109
2007,11,19,19,1141
2007,11,19,20,1309
2007,11,19,21,1558
2007,11,19,22,1864
2007,11,19,23,2135
2007,11,20,0,2321
2007,11,20,1,2373
2007,11,20,2,2259
2007,11,20,3,2051
2007,11,20,4,1742
2007,11,20,5,1390
2007,11,20,6,1084
2007,11,20,7,840
2007,11,20,8,747
2007,11,20,9,821
2007,11,20,10,1012
2007,11,20,11,1303
2007,11,20,12,1586
2007,11,20,13,1818
2007,11,20,14,1956
2007,11,20,15,1920
2007,11,20,16,1779
2007,11,20,17,1578
2007,11,20,18,1362
2007,11,20,19,1240
2007,11,20,20,1242
2007,11,20,21,1383
2007,11,20,22,1645
2007,11,20,23,1947
2007,11,21,0,2252
2007,11,21,1,2417
2007,11,21,2,2422
2007,11,21,3,2268
2007,11,21,4,1947
2007,11,21,5,1557
2007,11,21,6,1116
2007,11,21,7,730
2007,11,21,8,484
2007,11,21,9,432
2007,11,21,10,596
2007,11,21,11,930
2007,11,21,12,1349
2007,11,21,13,1768
2007,11,21,14,2107
2007,11,21,15,2254
2007,11,21,16,2229
2007,11,21,17,2040
2007,11,21,18,1770
2007,11,21,19,1522
2007,11,21,20,1362
2007,11,21,21,1354
2007,11,21,22,1506
2007,11,21,23,1764
2007,11,22,0,2099
2007,11,22,1,2380
2007,11,22,2,2529
2007,11,22,3,2492
2007,11,22,4,2242
2007,11,22,5,1832
2007,11,22,6,1324
2007,11,22,7,807
2007,11,22,8,389
2007,11,22,9,157
2007,11,22,10,181
2007,11,22,11,457
2007,11,22,12,920
2007,11,22,13,1468
2007,11,22,14,1972
2007,11,22,15,2358
2007,11,22,16,2512
2007,11,22,17,2463
2007,11,22,18,2239
2007,11,22,19,1937
2007,11,22,20,1635
2007,11,22,21,1446
2007,11,22,22,1428
2007,11,22,23,1584
2007,11,23,0,1873
2007,11,23,1,2199
2007,11,23,2,2465
2007,11,23,3,2573
2007,11,23,4,2453
2007,11,23,5,2121
2007,11,23,6,1601
2007,11,23,7,1022
2007,11,23,8,462
2007,11,23,9,38
2007,11,23,10,-140
2007,11,23,11,-14
2007,11,23,12,380
2007,11,23,13,966
2007,11,23,14,1634
2007,11,23,15,2197
2007,11,23,16,2569
2007,11,23,17,2706
2007,11,23,18,2604
2007,11,23,19,2327
2007,11,23,20,1977
2007,11,23,21,1664
2007,11,23,22,1474
2007,11,23,23,1454
2007,11,24,0,1628
2007,11,24,1,1961
2007,11,24,2,2278
2007,11,24,3,2518
2007,11,24,4,2559
2007,11,24,5,2380
2007,11,24,6,1976
2007,11,24,7,1377
2007,11,24,8,753
2007,11,24,9,176
2007,11,24,10,-201
2007,11,24,11,-294
2007,11,24,12,-69
2007,11,24,13,443
2007,11,24,14,1128
2007,11,24,15,1837
2007,11,24,16,2426
2007,11,24,17,2789
2007,11,24,18,2876
2007,11,24,19,2710
2007,11,24,20,2381
2007,11,24,21,1993
2007,11,24,22,1655
2007,11,24,23,1462
2007,11,25,0,1472
2007,11,25,1,1682
2007,11,25,2,2016
2007,11,25,3,2362
2007,11,25,4,2597
2007,11,25,5,2604
2007,11,25,6,2353
2007,11,25,7,1852
2007,11,25,8,1230
2007,11,25,9,593
2007,11,25,10,50
2007,11,25,11,-271
2007,11,25,12,-297
2007,11,25,13,20
2007,11,25,14,614
2007,11,25,15,1317
2007,11,25,16,2012
2007,11,25,17,2556
2007,11,25,18,2838
2007,11,25,19,2898
2007,11,25,20,2685
2007,11,25,21,2330
2007,11,25,22,1936
2007,11,25,23,1596
2007,11,26,0,1436
2007,11,26,1,1463
2007,11,26,2,1699
2007,11,26,3,2047
2007,11,26,4,2360
2007,11,26,5,2571
2007,11,26,6,2528
2007,11,26,7,2228
2007,11,26,8,1710
2007,11,26,9,1108
2007,11,26,10,501
2007,11,26,11,23
2007,11,26,12,-234
2007,11,26,13,-187
2007,11,26,14,204
2007,11,26,15,812
2007,11,26,16,1505
2007,11,26,17,2142
2007,11,26,18,2622
2007,11,26,19,2861
2007,11,26,20,2840
2007,11,26,21,2616
2007,11,26,22,2260
2007,11,26,23,1866
2007,11,27,0,1560
2007,11,27,1,1405
2007,11,27,2,1467
2007,11,27,3,1732
2007,11,27,4,2063
2007,11,27,5,2367
2007,11,27,6,2521
2007,11,27,7,2435
2007,11,27,8,2134
2007,11,27,9,1644
2007,11,27,10,1088
2007,11,27,11,571
2007,11,27,12,170
2007,11,27,13,1
2007,11,27,14,106
2007,11,27,15,484
2007,11,27,16,1042
2007,11,27,17,1665
2007,11,27,18,2242
2007,11,27,19,2637
2007,11,27,20,2821
2007,11,27,21,2769
2007,11,27,22,2506
2007,11,27,23,2177
2007,11,28,0,1809
2007,11,28,1,1559
2007,11,28,2,1363
2007,11,28,3,1563
2007,11,28,4,1641
2007,11,28,5,2054
2007,11,28,6,2362
2007,11,28,7,2283
2007,11,28,8,2272
2007,11,28,9,1916
2007,11,28,10,1549
2007,11,28,11,1056
2007,11,28,12,645
2007,11,28,13,390
2007,11,28,14,210
2007,11,28,15,382
2007,11,28,16,726
2007,11,28,17,1224
2007,11,28,18,1779
2007,11,28,19,2229
2007,11,28,20,2577
2007,11,28,21,2678
2007,11,28,22,2609
2007,11,28,23,2380
2007,11,29,0,2027
2007,11,29,1,1716
2007,11,29,2,1450
2007,11,29,3,1380
2007,11,29,4,1450
2007,11,29,5,1646
2007,11,29,6,1883
2007,11,29,7,2052
2007,11,29,8,2129
2007,11,29,9,2038
2007,11,29,10,1794
2007,11,29,11,1471
2007,11,29,12,1109
2007,11,29,13,785
2007,11,29,14,573
2007,11,29,15,541
2007,11,29,16,685
2007,11,29,17,1021
2007,11,29,18,1447
2007,11,29,19,1897
2007,11,29,20,2289
2007,11,29,21,2531
2007,11,29,22,2624
2007,11,29,23,2507
2007,11,30,0,2271
2007,11,30,1,1960
2007,11,30,2,1658
2007,11,30,3,1450
2007,11,30,4,1355
2007,11,30,5,1410
2007,11,30,6,1561
2007,11,30,7,1737
2007,11,30,8,1876
2007,11,30,9,1916
2007,11,30,10,1863
2007,11,30,11,1705
2007,11,30,12,1474
2007,11,30,13,1234
2007,11,30,14,1026
2007,11,30,15,877
2007,11,30,16,860
2007,11,30,17,1006
2007,11,30,18,1277
2007,11,30,19,1615
2007,11,30,20,1988
2007,11,30,21,2295
2007,11,30,22,2491
2007,11,30,23,2531
2007,12,1,0,2406
2007,12,1,1,2169
2007,12,1,2,1883
2007,12,1,3,1618
2007,12,1,4,1405
2007,12,1,5,1305
2007,12,1,6,1295
2007,12,1,7,1383
2007,12,1,8,1525
2007,12,1,9,1677
2007,12,1,10,1753
2007,12,1,11,1759
2007,12,1,12,1681
2007,12,1,13,1568
2007,12,1,14,1411
2007,12,1,15,1263
2007,12,1,16,1184
2007,12,1,17,1172
2007,12,1,18,1274
2007,12,1,19,1479
2007,12,1,20,1774
2007,12,1,21,2068
2007,12,1,22,2326
2007,12,1,23,2446
2007,12,2,0,2433
2007,12,2,1,2304
2007,12,2,2,2078
2007,12,2,3,1799
2007,12,2,4,1511
2007,12,2,5,1310
2007,12,2,6,1176
2007,12,2,7,1141
2007,12,2,8,1228
2007,12,2,9,1380
2007,12,2,10,1543
2007,12,2,11,1701
2007,12,2,12,1744
2007,12,2,13,1747
2007,12,2,14,1706
2007,12,2,15,1601
2007,12,2,16,1479
2007,12,2,17,1398
2007,12,2,18,1372
2007,12,2,19,1460
2007,12,2,20,1616
2007,12,2,21,1831
2007,12,2,22,2087
2007,12,2,23,2261
2007,12,3,0,2340
2007,12,3,1,2318
2007,12,3,2,2151
2007,12,3,3,1923
2007,12,3,4,1650
2007,12,3,5,1374
2007,12,3,6,1143
2007,12,3,7,984
2007,12,3,8,956
2007,12,3,9,1074
2007,12,3,10,1251
2007,12,3,11,1454
2007,12,3,12,1646
2007,12,3,13,1808
2007,12,3,14,1865
2007,12,3,15,1854
2007,12,3,16,1774
2007,12,3,17,1643
2007,12,3,18,1552
2007,12,3,19,1540
2007,12,3,20,1580
2007,12,3,21,1707
2007,12,3,22,1891
2007,12,3,23,2070
2007,12,4,0,2198
2007,12,4,1,2256
2007,12,4,2,2195
2007,12,4,3,2032
2007,12,4,4,1765
2007,12,4,5,1469
2007,12,4,6,1177
2007,12,4,7,948
2007,12,4,8,816
2007,12,4,9,809
2007,12,4,10,958
2007,12,4,11,1213
2007,12,4,12,1480
2007,12,4,13,1748
2007,12,4,14,1944
2007,12,4,15,2032
2007,12,4,16,1995
2007,12,4,17,1902
2007,12,4,18,1794
2007,12,4,19,1679
2007,12,4,20,1630
2007,12,4,21,1647
2007,12,4,22,1763
2007,12,4,23,1910
2007,12,5,0,2068
2007,12,5,1,2201
2007,12,5,2,2210
2007,12,5,3,2118
2007,12,5,4,1890
2007,12,5,5,1618
2007,12,5,6,1281
2007,12,5,7,963
2007,12,5,8,753
2007,12,5,9,655
2007,12,5,10,748
2007,12,5,11,998
2007,12,5,12,1307
2007,12,5,13,1657
2007,12,5,14,1943
2007,12,5,15,2136
2007,12,5,16,2213
2007,12,5,17,2144
2007,12,5,18,2046
2007,12,5,19,1879
2007,12,5,20,1732
2007,12,5,21,1691
2007,12,5,22,1709
2007,12,5,23,1810
2007,12,6,0,1965
2007,12,6,1,2114
2007,12,6,2,2196
2007,12,6,3,2170
2007,12,6,4,2029
2007,12,6,5,1770
2007,12,6,6,1424
2007,12,6,7,1052
2007,12,6,8,743
2007,12,6,9,567
2007,12,6,10,547
2007,12,6,11,741
2007,12,6,12,1057
2007,12,6,13,1460
2007,12,6,14,1851
2007,12,6,15,2131
2007,12,6,16,2310
2007,12,6,17,2323
2007,12,6,18,2219
2007,12,6,19,2063
2007,12,6,20,1874
2007,12,6,21,1738
2007,12,6,22,1691
2007,12,6,23,1733
2007,12,7,0,1851
2007,12,7,1,1995
2007,12,7,2,2115
2007,12,7,3,2188
2007,12,7,4,2116
2007,12,7,5,1906
2007,12,7,6,1569
2007,12,7,7,1156
2007,12,7,8,794
2007,12,7,9,538
2007,12,7,10,438
2007,12,7,11,546
2007,12,7,12,828
2007,12,7,13,1241
2007,12,7,14,1683
2007,12,7,15,2084
2007,12,7,16,2346
2007,12,7,17,2472
2007,12,7,18,2422
2007,12,7,19,2263
2007,12,7,20,2079
2007,12,7,21,1885
2007,12,7,22,1750
2007,12,7,23,1710
2007,12,8,0,1803
2007,12,8,1,1947
2007,12,8,2,2104
2007,12,8,3,2220
2007,12,8,4,2199
2007,12,8,5,2056
2007,12,8,6,1756
2007,12,8,7,1349
2007,12,8,8,934
2007,12,8,9,576
2007,12,8,10,368
2007,12,8,11,368
2007,12,8,12,586
2007,12,8,13,971
2007,12,8,14,1461
2007,12,8,15,1949
2007,12,8,16,2315
2007,12,8,17,2516
2007,12,8,18,2544
2007,12,8,19,2448
2007,12,8,20,2242
2007,12,8,21,2012
2007,12,8,22,1824
2007,12,8,23,1709
2007,12,9,0,1733
2007,12,9,1,1846
2007,12,9,2,2008
2007,12,9,3,2185
2007,12,9,4,2253
2007,12,9,5,2195
2007,12,9,6,1973
2007,12,9,7,1578
2007,12,9,8,1154
2007,12,9,9,722
2007,12,9,10,413
2007,12,9,11,310
2007,12,9,12,420
2007,12,9,13,768
2007,12,9,14,1235
2007,12,9,15,1714
2007,12,9,16,2168
2007,12,9,17,2445
2007,12,9,18,2616
2007,12,9,19,2600
2007,12,9,20,2434
2007,12,9,21,2181
2007,12,9,22,1948
2007,12,9,23,1787
2007,12,10,0,1702
2007,12,10,1,1772
2007,12,10,2,1915
2007,12,10,3,2097
2007,12,10,4,2269
2007,12,10,5,2308
2007,12,10,6,2202
2007,12,10,7,1905
2007,12,10,8,1408
2007,12,10,9,953
2007,12,10,10,617
2007,12,10,11,362
2007,12,10,12,302
2007,12,10,13,492
2007,12,10,14,897
2007,12,10,15,1390
2007,12,10,16,1901
2007,12,10,17,2371
2007,12,10,18,2600
2007,12,10,19,2656
2007,12,10,20,2545
2007,12,10,21,2289
2007,12,10,22,2068
2007,12,10,23,1827
2007,12,11,0,1662
2007,12,11,1,1670
2007,12,11,2,1776
2007,12,11,3,1984
2007,12,11,4,2187
2007,12,11,5,2316
2007,12,11,6,2293
2007,12,11,7,2090
2007,12,11,8,1711
2007,12,11,9,1178
2007,12,11,10,736
2007,12,11,11,454
2007,12,11,12,285
2007,12,11,13,385
2007,12,11,14,705
2007,12,11,15,1104
2007,12,11,16,1620
2007,12,11,17,2114
2007,12,11,18,2469
2007,12,11,19,2652
2007,12,11,20,2642
2007,12,11,21,2471
2007,12,11,22,2229
2007,12,11,23,1933
2007,12,12,0,1717
2007,12,12,1,1611
2007,12,12,2,1644
2007,12,12,3,1817
2007,12,12,4,2033
2007,12,12,5,2231
2007,12,12,6,2292
2007,12,12,7,2184
2007,12,12,8,1900
2007,12,12,9,1512
2007,12,12,10,1069
2007,12,12,11,681
2007,12,12,12,406
2007,12,12,13,319
2007,12,12,14,484
2007,12,12,15,837
2007,12,12,16,1312
2007,12,12,17,1846
2007,12,12,18,2293
2007,12,12,19,2586
2007,12,12,20,2664
2007,12,12,21,2572
2007,12,12,22,2356
2007,12,12,23,2065
2007,12,13,0,1792
2007,12,13,1,1616
2007,12,13,2,1559
2007,12,13,3,1649
2007,12,13,4,1839
2007,12,13,5,2063
2007,12,13,6,2203
2007,12,13,7,2202
2007,12,13,8,2053
2007,12,13,9,1734
2007,12,13,10,1341
2007,12,13,11,944
2007,12,13,12,607
2007,12,13,13,409
2007,12,13,14,431
2007,12,13,15,653
2007,12,13,16,1060
2007,12,13,17,1550
2007,12,13,18,2013
2007,12,13,19,2396
2007,12,13,20,2596
2007,12,13,21,2614
2007,12,13,22,2457
2007,12,13,23,2187
2007,12,14,0,1895
2007,12,14,1,1629
2007,12,14,2,1507
2007,12,14,3,1485
2007,12,14,4,1601
2007,12,14,5,1789
2007,12,14,6,1966
2007,12,14,7,2073
2007,12,14,8,2022
2007,12,14,9,1867
2007,12,14,10,1568
2007,12,14,11,1202
2007,12,14,12,852
2007,12,14,13,597
2007,12,14,14,510
2007,12,14,15,592
2007,12,14,16,859
2007,12,14,17,1290
2007,12,14,18,1741
2007,12,14,19,2154
2007,12,14,20,2433
2007,12,14,21,2582
2007,12,14,22,2521
2007,12,14,23,2301
2007,12,15,0,2032
2007,12,15,1,1727
2007,12,15,2,1498
2007,12,15,3,1387
2007,12,15,4,1413
2007,12,15,5,1532
2007,12,15,6,1701
2007,12,15,7,1886
2007,12,15,8,1959
2007,12,15,9,1923
2007,12,15,10,1747
2007,12,15,11,1481
2007,12,15,12,1201
2007,12,15,13,931
2007,12,15,14,759
2007,12,15,15,716
2007,12,15,16,850
2007,12,15,17,1138
2007,12,15,18,1510
2007,12,15,19,1920
2007,12,15,20,2281
2007,12,15,21,2493
2007,12,15,22,2556
2007,12,15,23,2423
2007,12,16,0,2185
2007,12,16,1,1874
2007,12,16,2,1579
2007,12,16,3,1366
2007,12,16,4,1262
2007,12,16,5,1290
2007,12,16,6,1423
2007,12,16,7,1582
2007,12,16,8,1738
2007,12,16,9,1810
2007,12,16,10,1797
2007,12,16,11,1677
2007,12,16,12,1471
2007,12,16,13,1251
2007,12,16,14,1033
2007,12,16,15,908
2007,12,16,16,903
2007,12,16,17,1058
2007,12,16,18,1339
2007,12,16,19,1705
2007,12,16,20,2078
2007,12,16,21,2363
2007,12,16,22,2515
2007,12,16,23,2491
2007,12,17,0,2308
2007,12,17,1,2038
2007,12,17,2,1708
2007,12,17,3,1422
2007,12,17,4,1203
2007,12,17,5,1098
2007,12,17,6,1121
2007,12,17,7,1239
2007,12,17,8,1419
2007,12,17,9,1605
2007,12,17,10,1737
2007,12,17,11,1775
2007,12,17,12,1716
2007,12,17,13,1598
2007,12,17,14,1421
2007,12,17,15,1259
2007,12,17,16,1162
2007,12,17,17,1159
2007,12,17,18,1307
2007,12,17,19,1583
2007,12,17,20,1907
2007,12,17,21,2229
2007,12,17,22,2457
2007,12,17,23,2544
2007,12,18,0,2477
2007,12,18,1,2274
2007,12,18,2,1962
2007,12,18,3,1609
2007,12,18,4,1268
2007,12,18,5,1013
2007,12,18,6,894
2007,12,18,7,888
2007,12,18,8,1011
2007,12,18,9,1226
2007,12,18,10,1459
2007,12,18,11,1659
2007,12,18,12,1771
2007,12,18,13,1812
2007,12,18,14,1775
2007,12,18,15,1628
2007,12,18,16,1509
2007,12,18,17,1412
2007,12,18,18,1409
2007,12,18,19,1528
2007,12,18,20,1757
2007,12,18,21,2044
2007,12,18,22,2315
2007,12,18,23,2493
2007,12,19,0,2530
2007,12,19,1,2411
2007,12,19,2,2149
2007,12,19,3,1790
2007,12,19,4,1395
2007,12,19,5,1029
2007,12,19,6,753
2007,12,19,7,611
2007,12,19,8,614
2007,12,19,9,794
2007,12,19,10,1057
2007,12,19,11,1394
2007,12,19,12,1704
2007,12,19,13,1918
2007,12,19,14,2035
2007,12,19,15,2012
